1.0000,1.0000,0.9684,0.7085,0.6319,0.8742,0.3195,0.1525,0.4149,0.3957,0.4850,0.3992,0.1686,0.2715,0.2804,0.2428
1.0000,1.0000,0.9684,0.7085,0.6319,0.8742,0.3195,0.1525,0.4149,0.3957,0.4850,0.3992,0.1686,0.2715,0.2804,0.2428
0.9684,0.9684,1.0000,0.6861,0.6312,0.8903,0.3293,0.1570,0.4262,0.4066,0.4747,0.3852,0.1737,0.2718,0.2811,0.2500
0.7085,0.7085,0.6861,1.0000,0.4646,0.6205,0.2308,0.1255,0.3510,0.3198,0.4836,0.4295,0.1928,0.2832,0.2582,0.2017
0.6319,0.6319,0.6312,0.4646,1.0000,0.6316,0.2270,0.1756,0.4211,0.3882,0.4360,0.3122,0.2276,0.1722,0.2800,0.2791
0.8742,0.8742,0.8903,0.6205,0.6316,1.0000,0.3667,0.1698,0.4335,0.4211,0.4840,0.3831,0.1883,0.2662,0.3099,0.2710
0.3195,0.3195,0.3293,0.2308,0.2270,0.3667,1.0000,0.1935,0.3622,0.3659,0.2750,0.2018,0.3012,0.1940,0.2417,0.3261
0.1525,0.1525,0.1570,0.1255,0.1756,0.1698,0.1935,1.0000,0.2031,0.2213,0.1420,0.0779,0.1266,0.0795,0.1111,0.1444
0.4149,0.4149,0.4262,0.3510,0.4211,0.4335,0.3622,0.2031,1.0000,0.7881,0.4615,0.3348,0.2276,0.2167,0.3061,0.3306
0.3957,0.3957,0.4066,0.3198,0.3882,0.4211,0.3659,0.2213,0.7881,1.0000,0.4152,0.2966,0.2373,0.2162,0.2897,0.3333
0.4850,0.4850,0.4747,0.4836,0.4360,0.4840,0.2750,0.1420,0.4615,0.4152,1.0000,0.5405,0.2466,0.2626,0.3851,0.2980
0.3992,0.3992,0.3852,0.4295,0.3122,0.3831,0.2018,0.0779,0.3348,0.2966,0.5405,1.0000,0.1604,0.2462,0.2756,0.2560
0.1686,0.1686,0.1737,0.1928,0.2276,0.1883,0.3012,0.1266,0.2276,0.2373,0.2466,0.1604,1.0000,0.1333,0.3368,0.4085
0.2715,0.2715,0.2718,0.2832,0.1722,0.2662,0.1940,0.0795,0.2167,0.2162,0.2626,0.2462,0.1333,1.0000,0.2282,0.1850
0.2804,0.2804,0.2811,0.2582,0.2800,0.3099,0.2417,0.1111,0.3061,0.2897,0.3851,0.2756,0.3368,0.2282,1.0000,0.4536
0.2428,0.2428,0.2500,0.2017,0.2791,0.2710,0.3261,0.1444,0.3306,0.3333,0.2980,0.2560,0.4085,0.1850,0.4536,1.0000
