1.0000,1.0000,0.9978,0.9816,0.8508,0.9949,0.8206,0.3538,0.8490,0.8334,0.8734,0.8149,0.7370,0.7146,0.6911,0.7877
1.0000,1.0000,0.9978,0.9816,0.8508,0.9949,0.8206,0.3538,0.8490,0.8334,0.8734,0.8149,0.7370,0.7146,0.6911,0.7877
0.9978,0.9978,1.0000,0.9759,0.8286,0.9918,0.8286,0.3639,0.8436,0.8313,0.8537,0.7828,0.7194,0.7267,0.6774,0.7759
0.9816,0.9816,0.9759,1.0000,0.8797,0.9754,0.7843,0.3792,0.8445,0.8196,0.9075,0.8434,0.8159,0.6630,0.7414,0.8062
0.8508,0.8508,0.8286,0.8797,1.0000,0.8461,0.5085,0.3903,0.7492,0.7161,0.8444,0.8519,0.6728,0.3941,0.5987,0.6851
0.9949,0.9949,0.9918,0.9754,0.8461,1.0000,0.8270,0.3552,0.8371,0.8179,0.8664,0.8171,0.7248,0.7112,0.6918,0.7866
0.8206,0.8206,0.8286,0.7843,0.5085,0.8270,1.0000,0.2931,0.7619,0.7495,0.7040,0.6216,0.6592,0.7001,0.5762,0.6753
0.3538,0.3538,0.3639,0.3792,0.3903,0.3552,0.2931,1.0000,0.3537,0.3553,0.2775,0.1927,0.2485,0.1442,0.1968,0.2418
0.8490,0.8490,0.8436,0.8445,0.7492,0.8371,0.7619,0.3537,1.0000,0.9767,0.8610,0.7858,0.6944,0.6653,0.6302,0.7497
0.8334,0.8334,0.8313,0.8196,0.7161,0.8179,0.7495,0.3553,0.9767,1.0000,0.7989,0.7211,0.6436,0.6787,0.6100,0.7352
0.8734,0.8734,0.8537,0.9075,0.8444,0.8664,0.7040,0.2775,0.8610,0.7989,1.0000,0.9362,0.8261,0.5972,0.7824,0.8008
0.8149,0.8149,0.7828,0.8434,0.8519,0.8171,0.6216,0.1927,0.7858,0.7211,0.9362,1.0000,0.8039,0.4777,0.7338,0.8058
0.7370,0.7370,0.7194,0.8159,0.6728,0.7248,0.6592,0.2485,0.6944,0.6436,0.8261,0.8039,1.0000,0.4564,0.8006,0.7560
0.7146,0.7146,0.7267,0.6630,0.3941,0.7112,0.7001,0.1442,0.6653,0.6787,0.5972,0.4777,0.4564,1.0000,0.5972,0.6848
0.6911,0.6911,0.6774,0.7414,0.5987,0.6918,0.5762,0.1968,0.6302,0.6100,0.7824,0.7338,0.8006,0.5972,1.0000,0.8479
0.7877,0.7877,0.7759,0.8062,0.6851,0.7866,0.6753,0.2418,0.7497,0.7352,0.8008,0.8058,0.7560,0.6848,0.8479,1.0000
